Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
Order_No_10727,User_Id_1085,Bike,3,Business,5,1,10:38:28 AM,5,1,10:38:34 AM,5,1,10:43:20 AM,5,1,10:47:51 AM,5,1,11:26:39 AM,18,24.6,,-1.2628638,36.8070399,-1.3169591,36.7000029,Rider_Id_902,2328
Order_No_2935,User_Id_2691,Bike,3,Business,27,3,11:55:06 AM,27,3,11:55:55 AM,27,3,12:08:41 PM,27,3,12:19:28 PM,27,3,12:39:02 PM,8,,,-1.2857671,36.7875614,-1.2551895,36.7822034,Rider_Id_101,1174
Order_No_1973,User_Id_2521,Bike,3,Business,5,5,1:35:21 PM,5,5,1:35:36 PM,5,5,1:37:02 PM,5,5,1:52:53 PM,5,5,2:48:38 PM,14,27.6,,-1.3167113000000001,36.8301563,-1.306378,36.7519845,Rider_Id_910,3345
Order_No_8016,User_Id_914,Bike,3,Business,5,3,4:19:26 PM,5,3,4:20:18 PM,5,3,4:27:42 PM,5,3,4:36:37 PM,5,3,4:45:21 PM,3,22.7,,-1.2670213,36.7994482,-1.2630521000000001,36.806801899999996,Rider_Id_518,524
Order_No_2951,User_Id_1260,Bike,3,Business,31,4,11:01:08 AM,31,4,11:01:33 AM,31,4,11:02:11 AM,31,4,11:03:33 AM,31,4,11:34:51 AM,12,26.3,,-1.2551895,36.7822034,-1.3270716,36.8406371,Rider_Id_518,1878
Order_No_25657,User_Id_3647,Bike,3,Business,18,5,1:08:13 PM,18,5,1:09:21 PM,18,5,1:25:05 PM,18,5,1:31:56 PM,18,5,1:42:32 PM,5,19.9,,-1.2726389999999999,36.794723,-1.2592947,36.7698085,Rider_Id_205,636
Order_No_12891,User_Id_1500,Bike,3,Business,31,5,4:11:57 PM,31,5,4:15:21 PM,31,5,4:24:42 PM,31,5,4:30:06 PM,31,5,4:56:22 PM,8,24.9,,-1.3004062,36.829741,-1.2638185,36.7930057,Rider_Id_591,1576
Order_No_9905,User_Id_1500,Bike,3,Business,22,3,12:02:36 PM,22,3,12:04:19 PM,22,3,12:10:16 PM,22,3,12:42:35 PM,22,3,12:43:38 PM,7,23.1,,-1.2638185,36.7930057,-1.2770708,36.8231093,Rider_Id_436,63
Order_No_12715,User_Id_393,Bike,3,Business,4,4,8:50:16 AM,4,4,8:50:34 AM,4,4,8:54:33 AM,4,4,9:37:49 AM,4,4,10:03:08 AM,10,18.3,,-1.3177546999999998,36.8303703,-1.2574219,36.7927073,Rider_Id_731,1519
Order_No_26508,User_Id_2869,Bike,3,Business,10,5,4:55:36 PM,10,5,4:58:39 PM,10,5,5:05:59 PM,10,5,5:11:08 PM,10,5,5:58:05 PM,3,,,-1.3025826,36.7670807,-1.2763494,36.7671783,Rider_Id_211,2817
Order_No_16748,User_Id_2200,Bike,3,Business,7,4,12:39:49 PM,7,4,12:40:01 PM,7,4,12:41:05 PM,7,4,12:55:12 PM,7,4,1:01:49 PM,1,27.8,,-1.2813012,36.832396200000005,-1.290894,36.822971,Rider_Id_686,397
Order_No_13935,User_Id_2619,Bike,2,Personal,26,3,10:41:49 AM,26,3,10:42:34 AM,26,3,10:48:35 AM,26,3,10:52:36 AM,26,3,11:04:35 AM,5,24.2,,-1.2649605,36.798177700000004,-1.2795796,36.819062,Rider_Id_726,719
Order_No_1018,User_Id_1584,Bike,3,Business,14,5,1:56:54 PM,14,5,1:59:52 PM,14,5,2:18:22 PM,14,5,2:24:39 PM,14,5,3:26:51 PM,17,23.9,,-1.2969741000000001,36.7856612,-1.2970848,36.887822899999996,Rider_Id_272,3732
Order_No_2384,User_Id_1724,Bike,3,Business,9,5,9:29:23 AM,9,5,9:50:53 AM,9,5,9:57:14 AM,9,5,10:03:00 AM,9,5,10:16:43 AM,8,20.4,,-1.2941648000000001,36.7977315,-1.2608591999999998,36.831197700000004,Rider_Id_315,823
Order_No_24668,User_Id_2330,Bike,3,Business,13,4,10:52:26 AM,13,4,10:53:17 AM,13,4,11:10:57 AM,13,4,11:17:36 AM,13,4,11:39:03 AM,9,22.2,,-1.2645318,36.7981775,-1.2124582,36.802894,Rider_Id_362,1287
Order_No_26994,User_Id_2454,Bike,3,Business,17,4,3:15:05 PM,17,4,3:28:10 PM,17,4,3:51:19 PM,17,4,3:54:03 PM,17,4,4:33:36 PM,10,28.0,,-1.3264333000000001,36.71071,-1.2993231,36.7753372,Rider_Id_831,2373
Order_No_4147,User_Id_2330,Bike,3,Business,10,5,12:34:49 PM,10,5,12:35:21 PM,10,5,12:51:28 PM,10,5,12:57:51 PM,10,5,1:24:17 PM,18,,,-1.3443583000000001,36.7571528,-1.2645318,36.7981775,Rider_Id_267,1586
Order_No_25852,User_Id_131,Bike,2,Personal,8,2,11:07:24 AM,8,2,11:26:17 AM,8,2,11:46:04 AM,8,2,12:05:37 PM,8,2,12:22:22 PM,8,21.5,,-1.2868838,36.8284259,-1.3206841999999999,36.8362301,Rider_Id_101,1005
Order_No_5577,User_Id_2216,Bike,3,Business,23,5,4:15:06 PM,23,5,4:17:45 PM,23,5,4:21:25 PM,23,5,4:23:50 PM,23,5,4:33:17 PM,3,26.6,,-1.2649605,36.798177700000004,-1.2551895,36.7822034,Rider_Id_191,567
Order_No_9806,User_Id_3687,Bike,1,Personal,28,5,8:54:36 AM,28,5,8:54:51 AM,28,5,9:11:08 AM,28,5,9:35:36 AM,28,5,10:27:23 AM,24,20.5,,-1.207546,36.7913976,-1.3074581,36.7434,Rider_Id_101,3107
Order_No_21368,User_Id_3115,Bike,3,Business,8,3,6:40:43 PM,8,3,6:43:48 PM,8,3,6:50:15 PM,8,3,7:05:57 PM,8,3,7:16:24 PM,2,,,-1.2969741000000001,36.7856612,-1.2963097,36.7688221,Rider_Id_226,627
Order_No_16732,User_Id_45,Bike,3,Business,4,1,11:27:56 AM,4,1,11:28:43 AM,4,1,11:36:18 AM,4,1,11:42:19 AM,4,1,11:47:48 AM,2,21.0,,-1.2945041000000002,36.8151527,-1.3057159999999999,36.809882,Rider_Id_124,329
Order_No_13826,User_Id_349,Bike,1,Personal,28,6,3:42:13 PM,28,6,3:42:17 PM,28,6,3:45:12 PM,28,6,4:02:50 PM,28,6,4:16:59 PM,5,25.0,,-1.2821211000000001,36.8222021,-1.2707178999999997,36.7979713,Rider_Id_229,849
Order_No_25424,User_Id_868,Bike,3,Business,11,2,9:54:10 AM,11,2,9:55:01 AM,11,2,10:26:09 AM,11,2,10:37:14 AM,11,2,10:48:41 AM,7,19.4,,-1.2628473,36.781805,-1.2663631000000002,36.8163329,Rider_Id_570,687
Order_No_5295,User_Id_60,Bike,3,Business,2,4,9:39:25 AM,2,4,9:40:33 AM,2,4,9:45:07 AM,2,4,10:03:46 AM,2,4,10:19:10 AM,8,,,-1.272828,36.816608,-1.2296618000000001,36.84382720000001,Rider_Id_461,924
Order_No_23666,User_Id_1245,Bike,3,Business,2,6,8:50:08 AM,2,6,8:50:54 AM,2,6,9:08:26 AM,2,6,9:25:03 AM,2,6,10:06:43 AM,17,21.0,,-1.300921,36.828195,-1.3198615,36.7110323,Rider_Id_468,2500
Order_No_3823,User_Id_868,Bike,3,Business,23,5,2:17:39 PM,23,5,2:19:45 PM,23,5,2:29:16 PM,23,5,2:41:52 PM,23,5,2:53:48 PM,5,26.2,,-1.2600926000000001,36.8088685,-1.265715,36.823815,Rider_Id_547,716
Order_No_27043,User_Id_2174,Bike,3,Business,13,4,2:29:55 PM,13,4,2:29:55 PM,13,4,2:33:42 PM,13,4,3:33:54 PM,13,4,3:33:58 PM,12,22.9,,-1.2489964,36.8771594,-1.2649605,36.798177700000004,Rider_Id_86,4
Order_No_16719,User_Id_2069,Bike,3,Business,6,4,10:42:08 AM,6,4,10:42:35 AM,6,4,10:45:05 AM,6,4,10:54:06 AM,6,4,11:14:57 AM,12,24.3,,-1.2600926000000001,36.8088685,-1.228911,36.881876,Rider_Id_31,1251
Order_No_18207,User_Id_3487,Bike,3,Business,28,2,1:48:32 PM,28,2,1:49:42 PM,28,2,2:08:16 PM,28,2,2:25:01 PM,28,2,2:45:40 PM,5,23.4,,-1.279395,36.825364,-1.2527958000000001,36.8003131,Rider_Id_921,1239
Order_No_19407,User_Id_2092,Bike,1,Personal,26,4,12:52:06 PM,26,4,12:53:49 PM,26,4,1:16:09 PM,26,4,1:30:25 PM,26,4,2:02:32 PM,20,18.8,,-1.2932312,36.897600700000005,-1.2912918,36.758140999999995,Rider_Id_103,1927
Order_No_25488,User_Id_1405,Bike,3,Business,17,4,9:53:01 AM,17,4,9:54:32 AM,17,4,9:57:31 AM,17,4,10:28:19 AM,17,4,10:50:34 AM,9,,,-1.3194518,36.869396,-1.3478563000000001,36.8935824,Rider_Id_178,1335
Order_No_16984,User_Id_60,Bike,3,Business,31,5,11:03:37 AM,31,5,11:04:20 AM,31,5,11:32:45 AM,31,5,11:38:57 AM,31,5,12:21:17 PM,7,21.9,,-1.228911,36.881876,-1.2297799999999999,36.836215,Rider_Id_691,2540
Order_No_17250,User_Id_437,Bike,3,Business,29,4,11:39:32 AM,29,4,11:42:57 AM,29,4,11:47:03 AM,29,4,11:53:28 AM,29,4,12:25:38 PM,7,21.5,,-1.2551895,36.7822034,-1.2822909,36.8193456,Rider_Id_510,1930
Order_No_17386,User_Id_2195,Bike,3,Business,20,6,1:12:05 PM,20,6,1:12:23 PM,20,6,1:29:31 PM,20,6,1:35:13 PM,20,6,1:50:09 PM,9,,,-1.265715,36.823815,-1.228911,36.881876,Rider_Id_309,896
Order_No_21047,User_Id_2116,Bike,3,Business,23,3,10:41:22 AM,23,3,10:44:48 AM,23,3,11:06:02 AM,23,3,11:44:52 AM,23,3,12:07:58 PM,15,,,-1.1896438,36.9126935,-1.2271998,36.808490500000005,Rider_Id_857,1386
Order_No_2740,User_Id_2956,Bike,3,Business,31,3,12:46:45 PM,31,3,12:46:52 PM,31,3,12:53:11 PM,31,3,1:03:13 PM,31,3,1:03:14 PM,1,24.8,,-1.2571472,36.795063299999995,-1.2584143,36.8048002,Rider_Id_79,1
Order_No_22038,User_Id_184,Bike,1,Personal,9,1,4:35:40 PM,9,1,4:36:43 PM,9,1,4:43:53 PM,9,1,4:59:14 PM,9,1,5:14:07 PM,6,20.4,,-1.2879697,36.8020506,-1.3240024,36.811902200000006,Rider_Id_312,893
Order_No_15053,User_Id_729,Bike,1,Personal,25,2,12:13:51 PM,25,2,12:14:05 PM,25,2,12:21:39 PM,25,2,12:30:15 PM,25,2,12:58:15 PM,6,23.9,,-1.2926879999999998,36.774472700000004,-1.2697141,36.798177700000004,Rider_Id_650,1680
Order_No_16380,User_Id_3201,Bike,3,Business,4,1,1:14:29 PM,4,1,1:34:13 PM,4,1,1:47:48 PM,4,1,2:17:15 PM,4,1,2:38:15 PM,6,,,-1.290894,36.822971,-1.2584143,36.8048002,Rider_Id_452,1260
Order_No_12693,User_Id_3295,Bike,3,Business,13,4,8:58:12 AM,13,4,8:58:46 AM,13,4,9:18:36 AM,13,4,9:33:21 AM,13,4,9:49:16 AM,7,18.5,,-1.2571472,36.795063299999995,-1.2965924,36.8179314,Rider_Id_576,955
Order_No_13629,User_Id_3326,Bike,3,Business,22,5,12:15:10 PM,22,5,12:18:20 PM,22,5,12:23:18 PM,22,5,12:34:47 PM,22,5,12:55:41 PM,7,28.5,,-1.2897368,36.8226783,-1.2551895,36.7822034,Rider_Id_583,1254
Order_No_22888,User_Id_1640,Bike,2,Personal,8,6,11:27:43 AM,8,6,11:28:01 AM,8,6,11:29:39 AM,8,6,12:16:26 PM,8,6,12:34:59 PM,17,22.2,,-1.3172701,36.8661154,-1.3671327,36.75642379999999,Rider_Id_765,1113
Order_No_18452,User_Id_3171,Bike,3,Personal,11,1,11:40:58 AM,11,1,11:41:23 AM,11,1,11:48:53 AM,11,1,11:49:54 AM,11,1,12:43:33 PM,4,26.4,,-1.2807406000000001,36.8308915,-1.2913246,36.8019522,Rider_Id_378,3219
Order_No_15637,User_Id_324,Bike,3,Personal,18,1,1:22:00 PM,18,1,1:22:11 PM,18,1,1:24:19 PM,18,1,1:25:53 PM,18,1,1:55:19 PM,15,27.9,,-1.2653676,36.79110120000001,-1.332942,36.714065000000005,Rider_Id_520,1766
Order_No_17578,User_Id_2956,Bike,3,Business,2,4,4:18:03 PM,2,4,4:19:25 PM,2,4,4:33:08 PM,2,4,4:43:34 PM,2,4,5:12:20 PM,14,,,-1.207546,36.7913976,-1.2584143,36.8048002,Rider_Id_78,1726
Order_No_18955,User_Id_186,Bike,3,Business,11,5,1:51:42 PM,11,5,1:51:57 PM,11,5,2:10:28 PM,11,5,2:14:44 PM,11,5,2:36:18 PM,14,26.2,,-1.2571472,36.795063299999995,-1.2156006000000001,36.8916865,Rider_Id_512,1294
Order_No_17903,User_Id_1591,Bike,2,Personal,25,6,12:19:17 PM,25,6,12:19:48 PM,25,6,12:33:33 PM,25,6,12:40:59 PM,25,6,12:50:23 PM,3,,,-1.301893,36.815245000000004,-1.292943,36.808292,Rider_Id_85,564
Order_No_24822,User_Id_3110,Bike,3,Business,11,1,10:37:33 AM,11,1,10:37:51 AM,11,1,11:18:33 AM,11,1,11:22:01 AM,11,1,11:46:59 AM,15,26.8,,-1.2598589,36.7470168,-1.2420055,36.8144424,Rider_Id_393,1498
Order_No_2930,User_Id_3283,Bike,3,Business,19,1,1:25:44 PM,19,1,1:44:48 PM,19,1,1:46:51 PM,19,1,1:57:43 PM,19,1,2:19:14 PM,10,25.1,,-1.307143,36.825009,-1.2628473,36.781805,Rider_Id_19,1291
Order_No_25933,User_Id_2271,Bike,3,Business,10,3,10:00:35 AM,10,3,10:00:42 AM,10,3,10:52:00 AM,10,3,11:03:37 AM,10,3,11:47:55 AM,21,27.6,,-1.3444459999999998,36.756597,-1.293515,36.897607,Rider_Id_155,2658
Order_No_28231,User_Id_496,Bike,3,Business,15,5,12:51:38 PM,15,5,12:52:08 PM,15,5,12:55:53 PM,15,5,1:00:23 PM,15,5,1:35:53 PM,14,26.0,,-1.2551895,36.7822034,-1.323481,36.792840600000005,Rider_Id_709,2130
Order_No_1042,User_Id_867,Bike,3,Business,1,5,10:35:57 AM,1,5,10:36:06 AM,1,5,10:36:32 AM,1,5,10:38:57 AM,1,5,11:08:31 AM,10,28.6,,-1.2996533000000001,36.829262899999996,-1.2991441000000001,36.7528804,Rider_Id_248,1774
Order_No_20946,User_Id_1329,Bike,3,Business,11,1,3:50:51 PM,11,1,3:51:32 PM,11,1,3:55:07 PM,11,1,4:08:32 PM,11,1,4:45:56 PM,16,28.2,,-1.273056,36.811298,-1.1855066,36.825464600000004,Rider_Id_584,2244
Order_No_9854,User_Id_2990,Bike,1,Personal,10,5,1:56:15 PM,10,5,1:56:31 PM,10,5,2:10:14 PM,10,5,2:34:05 PM,10,5,3:03:22 PM,17,21.6,,-1.281342,36.8196838,-1.3668652000000001,36.730459,Rider_Id_449,1757
Order_No_24210,User_Id_2100,Bike,3,Business,12,5,4:34:28 PM,12,5,4:57:35 PM,12,5,4:58:32 PM,12,5,5:08:22 PM,12,5,5:31:33 PM,10,25.9,,-1.2765736,36.851364600000004,-1.2571472,36.795063299999995,Rider_Id_89,1391
Order_No_1052,User_Id_733,Bike,3,Business,16,3,11:40:16 AM,16,3,12:23:25 PM,16,3,12:40:03 PM,16,3,12:57:14 PM,16,3,1:52:19 PM,19,24.1,,-1.2579303999999998,36.8019667,-1.3160976999999998,36.913164200000004,Rider_Id_499,3305
Order_No_17715,User_Id_2216,Bike,3,Business,8,1,10:36:58 AM,8,1,10:37:26 AM,8,1,10:38:38 AM,8,1,11:17:30 AM,8,1,11:19:38 AM,4,28.1,,-1.2551895,36.7822034,-1.2519787,36.780649100000005,Rider_Id_507,128
Order_No_8227,User_Id_248,Bike,3,Business,27,3,2:15:05 PM,27,3,2:15:25 PM,27,3,2:41:38 PM,27,3,2:46:41 PM,27,3,3:15:43 PM,9,29.6,,-1.304735,36.784605400000004,-1.2635089,36.78873370000001,Rider_Id_314,1742
Order_No_17932,User_Id_1705,Bike,3,Business,15,5,11:18:37 AM,15,5,11:19:50 AM,15,5,11:36:52 AM,15,5,11:39:50 AM,15,5,12:32:04 PM,9,26.3,,-1.2551895,36.7822034,-1.2325706,36.808392299999994,Rider_Id_436,3134
Order_No_4194,User_Id_685,Bike,3,Business,13,1,2:33:01 PM,13,1,2:42:44 PM,13,1,2:48:51 PM,13,1,2:52:26 PM,13,1,3:28:08 PM,14,,,-1.2726506000000002,36.7960153,-1.323615,36.700475,Rider_Id_177,2142
Order_No_8518,User_Id_1584,Bike,3,Business,30,2,9:21:17 AM,30,2,9:21:56 AM,30,2,9:27:18 AM,30,2,9:35:34 AM,30,2,9:52:33 AM,6,,,-1.2824911,36.8218042,-1.2969741000000001,36.7856612,Rider_Id_698,1019
Order_No_4434,User_Id_3689,Bike,3,Business,4,3,2:38:17 PM,4,3,2:41:29 PM,4,3,3:09:31 PM,4,3,3:25:54 PM,4,3,3:49:30 PM,12,18.1,,-1.2527958000000001,36.8003131,-1.2647206,36.7259313,Rider_Id_844,1416
Order_No_19989,User_Id_393,Bike,3,Business,18,4,9:51:20 AM,18,4,9:51:31 AM,18,4,9:51:38 AM,18,4,10:05:44 AM,18,4,10:37:21 AM,14,,,-1.3167113000000001,36.8301563,-1.2991441000000001,36.7528804,Rider_Id_349,1897
Order_No_45,User_Id_1271,Bike,3,Business,23,5,3:30:32 PM,23,5,3:51:05 PM,23,5,4:35:53 PM,23,5,4:52:36 PM,23,5,5:36:41 PM,20,24.5,,-1.3244885,36.897791999999995,-1.2915472,36.774696399999996,Rider_Id_322,2645
Order_No_13318,User_Id_747,Bike,3,Personal,26,3,11:16:01 AM,26,3,11:20:25 AM,26,3,11:45:17 AM,26,3,11:47:37 AM,26,3,12:03:02 PM,5,24.2,,-1.291768,36.8297208,-1.3009173,36.7959207,Rider_Id_343,925
Order_No_22132,User_Id_2112,Bike,3,Business,23,6,5:04:32 PM,23,6,5:11:57 PM,23,6,5:24:59 PM,23,6,6:08:35 PM,23,6,6:41:45 PM,12,,,-1.290894,36.822971,-1.2156006000000001,36.8916865,Rider_Id_787,1990
Order_No_23481,User_Id_1500,Bike,3,Business,8,3,10:49:31 AM,8,3,11:03:38 AM,8,3,11:23:27 AM,8,3,11:29:51 AM,8,3,11:43:53 AM,6,,,-1.2770708,36.8231093,-1.2638185,36.7930057,Rider_Id_155,842
Order_No_24630,User_Id_3283,Bike,3,Business,9,3,9:40:26 AM,9,3,9:40:53 AM,9,3,9:44:17 AM,9,3,9:59:21 AM,9,3,10:09:16 AM,5,20.4,,-1.2600926000000001,36.8088685,-1.2628473,36.781805,Rider_Id_550,595
Order_No_5140,User_Id_1934,Bike,2,Personal,14,2,3:06:56 PM,14,2,3:07:26 PM,14,2,3:50:01 PM,14,2,3:52:03 PM,14,2,4:28:26 PM,9,24.0,,-1.304033,36.7848695,-1.3149338,36.7135703,Rider_Id_334,2183
Order_No_2846,User_Id_2157,Bike,1,Personal,14,6,3:32:41 PM,14,6,3:32:54 PM,14,6,3:39:44 PM,14,6,4:08:26 PM,14,6,4:31:30 PM,16,19.2,,-1.291696,36.862768100000004,-1.214428,36.883258000000005,Rider_Id_629,1384
Order_No_6767,User_Id_2457,Bike,3,Business,8,4,2:40:04 PM,8,4,2:40:52 PM,8,4,2:41:47 PM,8,4,2:54:29 PM,8,4,3:03:33 PM,3,27.1,,-1.2551895,36.7822034,-1.259919,36.808244,Rider_Id_40,544
Order_No_5654,User_Id_2874,Bike,2,Personal,23,4,5:45:17 PM,23,4,5:45:21 PM,23,4,5:55:11 PM,23,4,5:59:10 PM,23,4,6:57:53 PM,24,20.0,,-1.2250582,36.8639193,-1.3561488000000002,36.7589267,Rider_Id_213,3523
Order_No_11811,User_Id_234,Bike,2,Personal,10,5,12:54:27 PM,10,5,12:55:26 PM,10,5,1:25:03 PM,10,5,1:31:02 PM,10,5,1:56:24 PM,11,19.4,,-1.3234104,36.7989459,-1.3015998,36.8764939,Rider_Id_882,1522
Order_No_7744,User_Id_753,Bike,3,Business,21,1,1:58:02 PM,21,1,1:58:12 PM,21,1,2:00:44 PM,21,1,2:29:08 PM,21,1,2:54:17 PM,27,27.6,,-1.3285517,36.9018,-1.3297531,36.7063699,Rider_Id_881,1509
Order_No_23975,User_Id_2271,Bike,3,Business,28,5,10:34:03 AM,28,5,10:34:14 AM,28,5,10:40:38 AM,28,5,10:56:11 AM,28,5,11:31:25 AM,14,23.9,,-1.272828,36.816608,-1.293515,36.897607,Rider_Id_829,2114
Order_No_8217,User_Id_3066,Bike,1,Personal,14,1,10:12:55 AM,14,1,10:13:34 AM,14,1,10:14:26 AM,14,1,10:33:59 AM,14,1,10:52:24 AM,10,22.8,,-1.2791763,36.825770899999995,-1.2945319,36.761894500000004,Rider_Id_100,1105
Order_No_14342,User_Id_2640,Bike,3,Personal,7,2,4:33:12 PM,7,2,4:35:11 PM,7,2,4:42:25 PM,7,2,4:48:39 PM,7,2,6:11:41 PM,4,22.8,,-1.2920693,36.8026415,-1.2795197,36.8168287,Rider_Id_519,4982
Order_No_5291,User_Id_2285,Bike,3,Personal,18,4,2:19:47 PM,18,4,2:21:58 PM,18,4,2:44:50 PM,18,4,2:46:48 PM,18,4,3:10:22 PM,5,,,-1.3008826,36.8378114,-1.2950041,36.814358299999995,Rider_Id_924,1414
Order_No_723,User_Id_2676,Bike,3,Business,8,5,5:10:16 PM,8,5,5:10:38 PM,8,5,5:15:06 PM,8,5,5:27:51 PM,8,5,5:45:10 PM,6,25.1,,-1.2963097,36.7688221,-1.2812549,36.7236622,Rider_Id_829,1039
Order_No_3099,User_Id_2409,Bike,3,Personal,6,1,9:33:00 AM,6,1,9:33:10 AM,6,1,9:57:22 AM,6,1,10:03:56 AM,6,1,10:32:41 AM,11,15.1,,-1.2990731000000002,36.848805799999994,-1.2630521000000001,36.806801899999996,Rider_Id_402,1725
Order_No_2455,User_Id_2804,Bike,3,Business,29,2,8:55:35 AM,29,2,8:55:55 AM,29,2,9:01:34 AM,29,2,9:06:30 AM,29,2,9:15:49 AM,4,18.4,,-1.2551895,36.7822034,-1.25681,36.7730826,Rider_Id_50,559
Order_No_25855,User_Id_3561,Bike,3,Personal,11,3,11:46:57 AM,11,3,12:29:07 PM,11,3,12:43:05 PM,11,3,12:55:03 PM,11,3,2:08:10 PM,16,19.0,,-1.3255736,36.7275277,-1.2658315,36.809049,Rider_Id_334,4387
Order_No_4836,User_Id_2415,Bike,1,Personal,11,3,1:34:02 PM,11,3,1:45:53 PM,11,3,2:36:53 PM,11,3,2:42:25 PM,11,3,2:58:07 PM,6,20.7,,-1.2766473999999999,36.8155764,-1.2899733,36.7908611,Rider_Id_752,942
Order_No_22946,User_Id_970,Bike,3,Business,12,2,10:13:19 AM,12,2,10:17:59 AM,12,2,10:27:08 AM,12,2,10:31:05 AM,12,2,10:53:39 AM,9,17.9,,-1.2551895,36.7822034,-1.2953162,36.7828041,Rider_Id_535,1354
Order_No_1297,User_Id_893,Bike,3,Business,5,1,10:21:12 AM,5,1,10:21:59 AM,5,1,10:25:13 AM,5,1,10:31:12 AM,5,1,10:47:46 AM,9,18.4,,-1.2594473999999998,36.8089122,-1.2273124,36.81636029999999,Rider_Id_101,994
Order_No_24558,User_Id_3032,Bike,3,Business,9,5,10:29:32 AM,9,5,10:29:47 AM,9,5,10:46:01 AM,9,5,10:50:50 AM,9,5,11:03:54 AM,8,25.6,,-1.2924639,36.77957979999999,-1.2571472,36.795063299999995,Rider_Id_88,784
Order_No_27723,User_Id_552,Bike,3,Business,9,4,3:08:18 PM,9,4,3:08:23 PM,9,4,3:08:45 PM,9,4,3:24:37 PM,9,4,4:00:42 PM,15,25.6,,-1.3562374,36.904295399999995,-1.3173868999999998,36.8112044,Rider_Id_539,2165
Order_No_72,User_Id_3206,Bike,1,Personal,7,6,10:27:25 AM,7,6,10:27:49 AM,7,6,10:50:20 AM,7,6,10:52:33 AM,7,6,11:49:03 AM,14,19.2,,-1.2962888000000001,36.8892359,-1.3136451999999998,36.7974014,Rider_Id_423,3390
Order_No_12878,User_Id_1850,Bike,3,Business,9,4,11:08:47 AM,9,4,11:12:25 AM,9,4,11:33:23 AM,9,4,11:58:58 AM,9,4,12:20:25 PM,5,,,-1.2571472,36.795063299999995,-1.289498,36.818878000000005,Rider_Id_764,1287
Order_No_25111,User_Id_2330,Bike,3,Business,3,3,1:48:48 PM,3,3,1:51:57 PM,3,3,2:12:19 PM,3,3,2:24:12 PM,3,3,2:43:02 PM,10,28.2,,-1.3015197,36.7658456,-1.2536275,36.798793200000006,Rider_Id_576,1130
Order_No_4857,User_Id_635,Bike,3,Business,1,4,2:08:57 PM,1,4,2:09:27 PM,1,4,2:23:40 PM,1,4,2:33:01 PM,1,4,2:59:40 PM,5,,,-1.2549476000000002,36.8269576,-1.2599563,36.799343900000004,Rider_Id_755,1599
Order_No_6548,User_Id_516,Bike,3,Business,25,1,12:18:52 PM,25,1,12:19:45 PM,25,1,12:32:09 PM,25,1,12:35:31 PM,25,1,12:52:59 PM,8,27.2,,-1.2551895,36.7822034,-1.2985749,36.8088,Rider_Id_937,1048
Order_No_13482,User_Id_3426,Bike,3,Business,12,6,11:18:20 AM,12,6,11:18:41 AM,12,6,11:25:51 AM,12,6,11:37:44 AM,12,6,11:59:15 AM,2,,,-1.3012008,36.764868,-1.2873232,36.765857200000006,Rider_Id_246,1291
Order_No_20824,User_Id_1502,Bike,3,Business,7,5,12:42:54 PM,7,5,1:24:20 PM,7,5,1:26:26 PM,7,5,1:49:43 PM,7,5,2:05:21 PM,12,26.9,,-1.2856017,36.8129897,-1.2232123,36.8932547,Rider_Id_450,938
Order_No_2442,User_Id_1721,Bike,3,Business,30,2,1:01:18 PM,30,2,1:13:35 PM,30,2,2:01:48 PM,30,2,2:02:52 PM,30,2,2:26:10 PM,9,,,-1.2551895,36.7822034,-1.304023,36.788389,Rider_Id_938,1398
Order_No_23722,User_Id_2956,Bike,3,Business,10,5,3:42:38 PM,10,5,3:44:20 PM,10,5,3:50:44 PM,10,5,3:53:48 PM,10,5,4:24:23 PM,4,,,-1.2584143,36.8048002,-1.2551895,36.7822034,Rider_Id_96,1835
Order_No_11164,User_Id_3295,Bike,3,Business,14,4,2:25:55 PM,14,4,2:28:53 PM,14,4,2:34:46 PM,14,4,2:43:17 PM,14,4,3:10:18 PM,12,28.1,,-1.2571472,36.795063299999995,-1.3236648000000002,36.846181,Rider_Id_870,1621
Order_No_27552,User_Id_1051,Bike,3,Business,17,3,11:16:17 AM,17,3,11:16:47 AM,17,3,11:24:11 AM,17,3,11:33:27 AM,17,3,12:51:36 PM,21,25.3,,-1.2963097,36.7688221,-1.3160976999999998,36.913164200000004,Rider_Id_328,4689
Order_No_12273,User_Id_3686,Bike,3,Business,17,2,10:39:14 AM,17,2,10:39:22 AM,17,2,11:08:59 AM,17,2,11:11:24 AM,17,2,12:04:45 PM,15,19.1,,-1.2551895,36.7822034,-1.3152796999999998,36.861145799999996,Rider_Id_951,3201
